Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
1.26,84.0,0.0,0.0,0.92,4.91,-0.43,66.01,46.06,87.95,0.0,169.07,0.0,0.0,18.81,0.0
1.6,73.38,0.0,0.0,0.84,4.56,-1.64,64.93,46.79,89.68,13.06,135.16,0.0,3.32,13.8,0.0
1.48,65.75,0.0,0.0,1.8,5.08,-2.36,60.75,44.78,88.34,70.74,94.97,0.0,17.73,4.84,0.0
1.34,65.0,0.0,0.0,2.71,4.99,-2.79,58.22,46.85,87.01,128.91,41.62,0.0,22.46,0.32,0.0
1.24,64.38,0.0,0.0,3.43,4.33,-2.48,52.74,50.67,81.95,161.72,3.07,0.0,24.09,0.0,0.0
1.14,65.25,0.0,0.0,3.94,2.95,-3.88,48.81,66.24,77.14,171.0,0.0,0.0,19.01,0.0,0.0
1.04,65.38,0.0,0.0,4.77,2.6,-3.06,46.53,77.9,65.16,167.41,0.0,0.0,18.62,0.0,0.0
1.06,63.75,13.31,3.38,4.72,3.05,-3.94,46.27,79.36,66.68,136.73,0.0,3.32,13.96,0.0,0.0
1.73,61.12,70.31,17.62,4.95,2.45,-4.43,45.2,82.31,68.1,94.11,0.0,30.28,4.79,0.0,48.26
2.73,58.12,129.12,22.5,4.75,1.21,-1.66,47.67,87.46,59.15,40.94,0.0,129.15,0.32,0.0,288.71
3.6,52.0,164.06,24.44,4.17,0.7,-0.6,51.27,87.81,57.95,3.04,0.0,159.4,0.0,0.0,349.27
4.21,47.75,174.88,19.44,3.24,1.28,0.62,64.93,81.23,54.63,0.0,0.0,192.27,0.0,0.0,292.82
4.65,47.0,165.75,18.44,2.81,-0.11,1.03,76.76,85.97,53.6,0.0,0.0,198.89,0.0,0.0,103.02
4.86,45.75,138.31,14.12,2.81,-1.17,0.35,80.74,86.84,56.84,0.0,0.0,168.19,0.0,0.0,106.0
4.84,45.62,93.25,4.75,2.31,-2.0,-0.48,83.15,86.17,62.36,0.0,0.0,106.73,0.0,0.0,55.46
4.55,48.5,40.25,0.31,1.5,-2.54,-0.35,85.73,85.51,63.39,0.0,0.0,51.03,0.0,0.0,38.32
4.03,51.88,3.0,0.0,1.02,-2.65,-1.96,85.9,82.97,72.18,0.0,0.0,3.55,0.0,0.0,2.7
3.49,63.62,0.0,0.0,1.05,-3.52,-2.05,82.62,75.26,75.64,0.0,0.0,0.0,0.0,0.0,0.0
2.99,75.62,0.0,0.0,0.06,-3.31,-2.93,84.99,66.39,77.58,0.0,0.0,0.0,0.0,0.0,0.0
2.61,82.12,0.0,0.0,-0.93,-3.82,-3.26,85.42,66.09,77.55,0.0,3.35,0.0,0.0,0.0,0.0
2.19,84.0,0.0,0.0,-1.81,-4.05,-3.48,85.08,66.36,84.16,0.0,31.14,0.0,0.0,49.63,0.0
1.75,84.0,0.0,0.0,-2.42,-2.23,-4.04,84.75,61.76,92.91,0.0,124.3,0.0,0.0,277.86,0.0
1.29,84.0,0.0,0.0,-2.74,-1.07,-3.05,83.49,60.04,85.22,0.0,154.39,0.0,0.0,338.29,0.0
0.85,84.0,0.0,0.0,-3.34,-0.04,-3.84,74.32,57.51,90.37,0.0,183.91,0.0,0.0,280.1,0.0
0.2,84.0,0.0,0.0,-3.44,0.35,-3.88,67.01,56.49,95.15,0.0,190.07,0.0,0.0,98.45,0.0
-0.73,84.0,0.0,0.0,-3.75,0.1,-3.89,65.79,57.92,98.05,3.36,165.22,0.0,0.0,104.12,0.0
-1.66,84.0,0.0,0.0,-3.86,-0.38,-3.55,65.49,61.93,92.95,31.57,107.49,0.0,50.31,55.86,0.0
-2.31,84.0,0.0,0.0,-2.52,-0.57,-3.05,63.07,64.45,88.06,121.87,50.24,0.0,272.43,37.72,0.0
-2.81,84.0,0.0,0.0,-1.31,-1.69,-5.1,61.08,70.84,100.0,151.89,3.62,0.0,332.8,2.76,0.0
-3.19,73.38,0.0,0.0,-0.37,-1.97,-5.28,58.94,75.2,99.06,179.74,0.0,0.0,273.74,0.0,0.0
-3.55,67.62,0.0,0.0,0.01,-2.58,-4.13,57.93,75.73,93.65,185.66,0.0,0.0,96.16,0.0,0.0
-3.7,65.5,3.38,0.0,-0.03,-2.91,-4.68,58.46,75.71,99.96,163.74,0.0,12.52,103.19,0.0,3.0
